Port,Service,Protocol,Description,Assignee
523,ibm-db2,tcp,IBM-DB2,[Juliana_Hsu]
524,ncp,tcp,NCP,[Don_Provan_2]
525,timed,tcp,timeserver,
526,tempo,tcp,newdate,
527,stx,tcp,Stock IXChange,[Ferdi_Ladeira]
528,custix,tcp,Customer IXChange,[Ferdi_Ladeira]
529,irc-serv,tcp,IRC-SERV,[Brian_Tackett]
530,courier,tcp,rpc,
531,conference,tcp,chat,
532,netnews,tcp,readnews,
533,netwall,tcp,for emergency broadcasts,[Andreas_Heidemann]
534,windream,tcp,windream Admin,[Uwe_Honermann]
535,iiop,tcp,iiop,[Jeff_M_Michaud]
536,opalis-rdv,tcp,opalis-rdv,[Laurent_Domenech]
537,nmsp,tcp,Networked Media Streaming Protocol,[Paul_Santinelli_Jr]
538,gdomap,tcp,gdomap,[Richard_Frith_Macdon]
539,apertus-ldp,tcp,Apertus Technologies Load Determination,
540,uucp,tcp,uucpd,
541,uucp-rlogin,tcp,uucp-rlogin,[Stuart_Lynne]
542,commerce,tcp,commerce,[Randy_Epstein]
543,klogin,tcp,,
544,kshell,tcp,krcmd,
545,appleqtcsrvr,tcp,appleqtcsrvr,[Murali_Ranganathan]
546,dhcpv6-client,tcp,DHCPv6 Client,
547,dhcpv6-server,tcp,DHCPv6 Server,[IESG]
548,afpovertcp,tcp,AFP over TCP,[Leland_Wallace]
549,idfp,tcp,IDFP,[Ramana_Kovi]
550,new-rwho,tcp,new-who,
551,cybercash,tcp,cybercash,[Donald_E_Eastlake]
552,devshr-nts,tcp,DeviceShare,[Benjamin_Rosenberg]
553,pirp,tcp,pirp,[D_J_Bernstein]
554,rtsp,tcp,Real Time Streaming Protocol (RTSP),[Rob_Lanphier]
555,dsf,tcp,,
556,remotefs,tcp,rfs server,
557,openvms-sysipc,tcp,openvms-sysipc,[Alan_Potter]
558,sdnskmp,tcp,SDNSKMP,
559,teedtap,tcp,TEEDTAP,[Charlie_Limoges]
560,rmonitor,tcp,rmonitord,
561,monitor,tcp,,
562,chshell,tcp,chcmd,
563,nntps,tcp,nntp protocol over TLS/SSL (was snntp),[IESG]
564,9pfs,tcp,plan 9 file service,
565,whoami,tcp,whoami,
566,streettalk,tcp,streettalk,
567,banyan-rpc,tcp,banyan-rpc,[Tom_Lemaire]
568,ms-shuttle,tcp,microsoft shuttle,[Rudolph_Balaz]
569,ms-rome,tcp,microsoft rome,[Rudolph_Balaz]
570,meter,tcp,demon,
571,meter,tcp,udemon,
572,sonar,tcp,sonar,[Keith_Moore]
573,banyan-vip,tcp,banyan-vip,[Denis_Leclerc]
574,ftp-agent,tcp,FTP Software Agent System,[Michael_S_Greenberg]
575,vemmi,tcp,VEMMI,[Daniel_Mavrakis_2]
576,ipcd,tcp,ipcd,
577,vnas,tcp,vnas,
578,ipdd,tcp,ipdd,[Jay_Farhat]
579,decbsrv,tcp,decbsrv,[Rudi_Martin]
580,sntp-heartbeat,tcp,SNTP HEARTBEAT,[Louis_Mamakos_2]
581,bdp,tcp,Bundle Discovery Protocol,[Gary_Malkin]
582,scc-security,tcp,SCC Security,[Prashant_Dholakia]
583,philips-vc,tcp,Philips Video-Conferencing,[Janna_Chang]
584,keyserver,tcp,Key Server,[Gary_Howland]
586,password-chg,tcp,Password Change,
587,submission,tcp,Message Submission,
588,cal,tcp,CAL,[Myron_Hattig]
589,eyelink,tcp,EyeLink,[Dave_Stampe]
590,tns-cml,tcp,TNS CML,[Jerome_Albin]
591,http-alt,tcp,"FileMaker, Inc. - HTTP Alternate (see Port 80)",[Clay_Maeckel]
592,eudora-set,tcp,Eudora Set,[Randall_Gellens]
593,http-rpc-epmap,tcp,HTTP RPC Ep Map,[Edward_Reus]
594,tpip,tcp,TPIP,[Brad_Spear]
595,cab-protocol,tcp,CAB Protocol,[Winston_Hetherington]
596,smsd,tcp,SMSD,[Wayne_Barlow]
597,ptcnameservice,tcp,PTC Name Service,[Yuri_Machkasov]
598,sco-websrvrmg3,tcp,SCO Web Server Manager 3,[Simon_Baldwin]
599,acp,tcp,Aeolon Core Protocol,[Michael_Alyn_Miller]
600,ipcserver,tcp,Sun IPC server,[Bill_Schiefelbein]
601,syslog-conn,tcp,Reliable Syslog Service,
602,xmlrpc-beep,tcp,XML-RPC over BEEP,
603,idxp,tcp,IDXP,
604,tunnel,tcp,TUNNEL,
605,soap-beep,tcp,SOAP over BEEP,
606,urm,tcp,Cray Unified Resource Manager,
607,nqs,tcp,nqs,[Bill_Schiefelbein]
608,sift-uft,tcp,Sender-Initiated/Unsolicited File Transfer,[Rick_Troth]
609,npmp-trap,tcp,npmp-trap,
610,npmp-local,tcp,npmp-local,
611,npmp-gui,tcp,npmp-gui,[John_Barnes]
612,hmmp-ind,tcp,HMMP Indication,
613,hmmp-op,tcp,HMMP Operation,[Andrew_Sinclair]
614,sshell,tcp,SSLshell,[Simon_J_Gerraty]
615,sco-inetmgr,tcp,Internet Configuration Manager,
616,sco-sysmgr,tcp,SCO System Administration Server,
617,sco-dtmgr,tcp,SCO Desktop Administration Server,[Christopher_Durham]
618,dei-icda,tcp,DEI-ICDA,[David_Turner]
619,compaq-evm,tcp,Compaq EVM,[Jem_Treadwell]
620,sco-websrvrmgr,tcp,SCO WebServer Manager,[Christopher_Durham]
621,escp-ip,tcp,ESCP,[Lai_Zit_Seng]
622,collaborator,tcp,Collaborator,[Johnson_Davis]
623,oob-ws-http,tcp,DMTF out-of-band web services management protocol,[Jim_Davis]
624,cryptoadmin,tcp,Crypto Admin,[Tony_Walker]
625,dec-dlm,tcp,"DEC DLM IANA assigned this well-formed service name as a replacement for ""dec_dlm"".",[Rudi_Martin_2]
625,dec_dlm,tcp,DEC DLM,[Rudi_Martin_2]
626,asia,tcp,ASIA,[Michael_Dasenbrock]
627,passgo-tivoli,tcp,PassGo Tivoli,[John_Rainford_2]
628,qmqp,tcp,QMQP,[D_J_Bernstein]
629,3com-amp3,tcp,3Com AMP3,[Prakash_Banthia]
630,rda,tcp,RDA,[John_Hadjioannou]
631,ipp,tcp,IPP (Internet Printing Protocol),[IESG]
631,ipps,tcp,Internet Printing Protocol over HTTPS,[IESG]
632,bmpp,tcp,bmpp,[Troy_Rollo]
633,servstat,tcp,Service Status update (Sterling Software),[Greg_Rose]
634,ginad,tcp,ginad,[Mark_Crother]
635,rlzdbase,tcp,RLZ DBase,[Michael_Ginn]
636,ldaps,tcp,ldap protocol over TLS/SSL (was sldap),[Pat_Richard]
637,lanserver,tcp,lanserver,[Chris_Larsson]
638,mcns-sec,tcp,mcns-sec,[Kaz_Ozawa]
639,msdp,tcp,MSDP,[Dino_Farinacci]
640,entrust-sps,tcp,entrust-sps,[Marek_Buchler]
641,repcmd,tcp,repcmd,[Scott_Dale]
642,esro-emsdp,tcp,ESRO-EMSDP V1.3,[Mohsen_Banan_2]
643,sanity,tcp,SANity,[Peter_Viscarola]
644,dwr,tcp,dwr,[Bill_Fenner]
645,pssc,tcp,PSSC,[Egon_Meier_Engelen]
646,ldp,tcp,LDP,[Bob_Thomas]
647,dhcp-failover,tcp,DHCP Failover,[IESG]
648,rrp,tcp,Registry Registrar Protocol (RRP),[Scott_Hollenbeck]
649,cadview-3d,tcp,Cadview-3d - streaming 3d models over the internet,[David_Cooper]
650,obex,tcp,OBEX,[Jeff_Garbers]
651,ieee-mms,tcp,IEEE MMS,[Curtis_Anderson]
652,hello-port,tcp,HELLO_PORT,[Patrick_Cipiere]
653,repscmd,tcp,RepCmd,[Scott_Dale_2]
654,aodv,tcp,AODV,[Charles_Perkins]
655,tinc,tcp,TINC,[Ivo_Timmermans]
656,spmp,tcp,SPMP,[Jakob_Kaivo]
657,rmc,tcp,RMC,[Michael_Schmidt]
658,tenfold,tcp,TenFold,[Louis_Olszyk]
660,mac-srvr-admin,tcp,MacOS Server Admin,[Forest_Hill]
661,hap,tcp,HAP,[Igor_Plotnikov]
662,pftp,tcp,PFTP,[Ben_Schluricke]
663,purenoise,tcp,PureNoise,[Sam_Osa]
664,oob-ws-https,tcp,DMTF out-of-band secure web services management protocol,[Jim_Davis]
665,sun-dr,tcp,Sun DR,[Harinder_Bhasin]
666,mdqs,tcp,,
666,doom,tcp,doom Id Software,[ddt]
667,disclose,tcp,campaign contribution disclosures - SDR Technologies,[Jim_Dixon]
668,mecomm,tcp,MeComm,
669,meregister,tcp,MeRegister,[Armin_Sawusch]
670,vacdsm-sws,tcp,VACDSM-SWS,
671,vacdsm-app,tcp,VACDSM-APP,
672,vpps-qua,tcp,VPPS-QUA,
673,cimplex,tcp,CIMPLEX,[Ulysses_G_Smith_Jr]
674,acap,tcp,ACAP,[Chris_Newman]
675,dctp,tcp,DCTP,[Andre_Kramer]
676,vpps-via,tcp,VPPS Via,[Ulysses_G_Smith_Jr]
677,vpp,tcp,Virtual Presence Protocol,[Klaus_Wolf]
678,ggf-ncp,tcp,GNU Generation Foundation NCP,[Noah_Paul]
679,mrm,tcp,MRM,[Liming_Wei]
680,entrust-aaas,tcp,entrust-aaas,
681,entrust-aams,tcp,entrust-aams,[Adrian_Mancini]
682,xfr,tcp,XFR,[Noah_Paul_2]
683,corba-iiop,tcp,CORBA IIOP,
684,corba-iiop-ssl,tcp,CORBA IIOP SSL,[Andrew_Watson]
685,mdc-portmapper,tcp,MDC Port Mapper,[Noah_Paul]
686,hcp-wismar,tcp,Hardware Control Protocol Wismar,[David_Merchant]
687,asipregistry,tcp,asipregistry,[Erik_Sea]
688,realm-rusd,tcp,ApplianceWare managment protocol,[Stacy_Kenworthy]
689,nmap,tcp,NMAP,[Peter_Dennis_Bartok]
690,vatp,tcp,Velneo Application Transfer Protocol,[Velneo]
691,msexch-routing,tcp,MS Exchange Routing,[David_Lemson]
692,hyperwave-isp,tcp,Hyperwave-ISP,[Gerald_Mesaric]
693,connendp,tcp,almanid Connection Endpoint,[Ronny_Bremer]
694,ha-cluster,tcp,ha-cluster,[Alan_Robertson]
695,ieee-mms-ssl,tcp,IEEE-MMS-SSL,[Curtis_Anderson_2]
696,rushd,tcp,RUSHD,[Greg_Ercolano]
697,uuidgen,tcp,UUIDGEN,[James_Falkner]
698,olsr,tcp,OLSR,[Thomas_Clausen]
699,accessnetwork,tcp,Access Network,[Yingchun_Xu]
700,epp,tcp,Extensible Provisioning Protocol,
701,lmp,tcp,Link Management Protocol (LMP),
702,iris-beep,tcp,IRIS over BEEP,
704,elcsd,tcp,errlog copy/server daemon,
705,agentx,tcp,AgentX,[Bob_Natale]
706,silc,tcp,SILC,[Pekka_Riikonen]
707,borland-dsj,tcp,Borland DSJ,[Gerg_Cole]
709,entrust-kmsh,tcp,Entrust Key Management Service Handler,
710,entrust-ash,tcp,Entrust Administration Service Handler,[Peter_Whittaker]
711,cisco-tdp,tcp,Cisco TDP,[Bruce_Davie]
712,tbrpf,tcp,TBRPF,
713,iris-xpc,tcp,IRIS over XPC,
714,iris-xpcs,tcp,IRIS over XPCS,
715,iris-lwz,tcp,IRIS-LWZ,
729,netviewdm1,tcp,IBM NetView DM/6000 Server/Client,
730,netviewdm2,tcp,IBM NetView DM/6000 send/tcp,
731,netviewdm3,tcp,IBM NetView DM/6000 receive/tcp,[Philippe_Binet]
741,netgw,tcp,netGW,[Oliver_Korfmacher]
742,netrcs,tcp,Network based Rev. Cont. Sys.,[Gordon_C_Galligher]
744,flexlm,tcp,Flexible License Manager,[Matt_Christiano]
747,fujitsu-dev,tcp,Fujitsu Device Control,
748,ris-cm,tcp,Russell Info Sci Calendar Manager,
749,kerberos-adm,tcp,kerberos administration,
750,rfile,tcp,,
751,pump,tcp,,
752,qrh,tcp,,
753,rrh,tcp,,
754,tell,tcp,send,[Josyula_R_Rao]
758,nlogin,tcp,,
759,con,tcp,,
760,ns,tcp,,
761,rxe,tcp,,
762,quotad,tcp,,
763,cycleserv,tcp,,
764,omserv,tcp,,
765,webster,tcp,,[Josyula_R_Rao]
767,phonebook,tcp,phone,[Josyula_R_Rao]
769,vid,tcp,,
770,cadlock,tcp,,
771,rtip,tcp,,
772,cycleserv2,tcp,,
773,submit,tcp,,
774,rpasswd,tcp,,
775,entomb,tcp,,
776,wpages,tcp,,[Josyula_R_Rao]
777,multiling-http,tcp,Multiling HTTP,[Alejandro_Bonet]
780,wpgs,tcp,,[Josyula_R_Rao]
800,mdbs-daemon,tcp,"IANA assigned this well-formed service name as a replacement for ""mdbs_daemon"".",
800,mdbs_daemon,tcp,,
801,device,tcp,,
802,mbap-s,tcp,Modbus Application Protocol Secure,[modbus.org]
810,fcp-udp,tcp,FCP,[Paul_Whittemore]
828,itm-mcell-s,tcp,itm-mcell-s,[Portnoy_Boxman]
829,pkix-3-ca-ra,tcp,PKIX-3 CA/RA,[Carlisle_Adams]
830,netconf-ssh,tcp,NETCONF over SSH,
831,netconf-beep,tcp,NETCONF over BEEP,
832,netconfsoaphttp,tcp,NETCONF for SOAP over HTTPS,
833,netconfsoapbeep,tcp,NETCONF for SOAP over BEEP,
847,dhcp-failover2,tcp,dhcp-failover 2,[Bernard_Volz]
848,gdoi,tcp,GDOI,
853,domain-s,tcp,DNS query-response protocol run over TLS,[IESG]
854,dlep,tcp,Dynamic Link Exchange Protocol (DLEP),[IESG]
860,iscsi,tcp,iSCSI,[IESG]
861,owamp-control,tcp,OWAMP-Control,[IESG]
862,twamp-control,tcp,TWAMP-Control,[IESG]
873,rsync,tcp,rsync,[Andrew_Tridgell]
886,iclcnet-locate,tcp,ICL coNETion locate server,[Bob_Lyon]
887,iclcnet-svinfo,tcp,"ICL coNETion server info IANA assigned this well-formed service name as a replacement for ""iclcnet_svinfo"".",[Bob_Lyon]
887,iclcnet_svinfo,tcp,ICL coNETion server info,[Bob_Lyon]
888,accessbuilder,tcp,AccessBuilder,[Steve_Sweeney]
888,cddbp,tcp,CD Database Protocol,[Steve_Scherf]
900,omginitialrefs,tcp,OMG Initial Refs,[Christian_Callsen]
901,smpnameres,tcp,SMPNAMERES,[Leif_Ekblad]
902,ideafarm-door,tcp,self documenting Telnet Door,
903,ideafarm-panic,tcp,self documenting Telnet Panic Door,[Wo_o_Ideafarm]
910,kink,tcp,Kerberized Internet Negotiation of Keys (KINK),
911,xact-backup,tcp,xact-backup,[Bill_Carroll]
912,apex-mesh,tcp,APEX relay-relay service,
913,apex-edge,tcp,APEX endpoint-relay service,
914,,tcp,Reserved,
915,,tcp,Reserved,
953,rndc,tcp,BIND9 remote name daemon controller,[Internet_Systems_Consortium_Inc]
989,ftps-data,tcp,"ftp protocol, data, over TLS/SSL",
990,ftps,tcp,"ftp protocol, control, over TLS/SSL",[Christopher_Allen]
991,nas,tcp,Netnews Administration System,[Vera_Heinau][Heiko_Schlichting]
992,telnets,tcp,telnet protocol over TLS/SSL,
993,imaps,tcp,IMAP over TLS protocol,[IESG]
994,,tcp,Reserved,
995,pop3s,tcp,POP3 over TLS protocol,[IESG]
996,vsinet,tcp,vsinet,[Rob_Juergens]
997,maitrd,tcp,,
998,busboy,tcp,,
999,garcon,tcp,,
999,puprouter,tcp,,
1000,cadlock2,tcp,,
1001,webpush,tcp,HTTP Web Push,[IESG]
1010,surf,tcp,surf,[Joseph_Geer]
1021,exp1,tcp,RFC3692-style Experiment 1,[IESG]
1022,exp2,tcp,RFC3692-style Experiment 2,[IESG]
1023,,tcp,Reserved,[IANA]
1024,,tcp,Reserved,[IANA]
1025,blackjack,tcp,network blackjack,
1026,cap,tcp,Calendar Access Protocol,[Doug_Royer]
1027,,tcp,Reserved,
1029,solid-mux,tcp,Solid Mux Server,[Anders_Borg]
1033,netinfo-local,tcp,local netinfo port,[Marc_Majka]
1034,activesync,tcp,ActiveSync Notifications,[Sandra_Vargas]
1035,mxxrlogin,tcp,MX-XR RPC,[Valassis]
1036,nsstp,tcp,Nebula Secure Segment Transfer Protocol,[Steve_Ravida]
1037,ams,tcp,AMS,[Ronald_R_Ohmer]
1038,mtqp,tcp,Message Tracking Query Protocol,
1039,sbl,tcp,Streamlined Blackhole,[Jonathan_A_Zdziaras]
1040,netarx,tcp,Netarx Netcare,[Sandy_Kronenberg]
1041,danf-ak2,tcp,AK2 Product,[Karl_Palsson]
1042,afrog,tcp,Subnet Roaming,[Michael_Chapman]
1043,boinc-client,tcp,BOINC Client Control,[David_Anderson]
1044,dcutility,tcp,Dev Consortium Utility,[Chris_Ryland]
1045,fpitp,tcp,Fingerprint Image Transfer Protocol,[Steven_Fields]
1046,wfremotertm,tcp,WebFilter Remote Monitor,[Tim_Morgan]
1047,neod1,tcp,Sun's NEO Object Request Broker,
1048,neod2,tcp,Sun's NEO Object Request Broker,[Rohit_Garg]
1049,td-postman,tcp,Tobit David Postman VPMN,[Franz_Josef_Leuders]
1050,cma,tcp,CORBA Management Agent,[Ramy_Zaarour]
1051,optima-vnet,tcp,Optima VNET,[Ralf_Doewich]
1052,ddt,tcp,Dynamic DNS Tools,[Remi_Lefebvre]
1053,remote-as,tcp,Remote Assistant (RA),[Roman_Kriis]
1054,brvread,tcp,BRVREAD,[A_Boninn]
1055,ansyslmd,tcp,ANSYS - License Manager,[Suzanne_Lorrin]
1056,vfo,tcp,VFO,[Anthony_Gonzalez]
1057,startron,tcp,STARTRON,[Markus_Sabadello]
1058,nim,tcp,nim,
1059,nimreg,tcp,nimreg,[Robert_Gordon]
1060,polestar,tcp,POLESTAR,[Masakuni_Okada]
1061,kiosk,tcp,KIOSK,[Ken_Ksiazek]
1062,veracity,tcp,Veracity,[Ross_Williams]
1063,kyoceranetdev,tcp,KyoceraNetDev,[Shigenaka_Kanemitsu]
1064,jstel,tcp,JSTEL,[Duane_Kiser]
1065,syscomlan,tcp,SYSCOMLAN,[Alexandre_Lechenne]
1066,fpo-fns,tcp,FPO-FNS,[Jens_Klose]
1067,instl-boots,tcp,"Installation Bootstrap Proto. Serv. IANA assigned this well-formed service name as a replacement for ""instl_boots"".",
1067,instl_boots,tcp,Installation Bootstrap Proto. Serv.,
1068,instl-bootc,tcp,"Installation Bootstrap Proto. Cli. IANA assigned this well-formed service name as a replacement for ""instl_bootc"".",[David_Arko]
1068,instl_bootc,tcp,Installation Bootstrap Proto. Cli.,[David_Arko]
1069,cognex-insight,tcp,COGNEX-INSIGHT,[Steve_Olson]
1070,gmrupdateserv,tcp,GMRUpdateSERV,[Steve_Kellogg]
1071,bsquare-voip,tcp,BSQUARE-VOIP,[Yen_Lee]
1072,cardax,tcp,CARDAX,[Charles_Oram]
1073,bridgecontrol,tcp,Bridge Control,[Andy_Heron]
1074,warmspotMgmt,tcp,Warmspot Management Protocol,[Robert_C_Henningsga]
1075,rdrmshc,tcp,RDRMSHC,[Ericko_Shimada]
1076,dab-sti-c,tcp,DAB STI-C,[World_DAB]
1077,imgames,tcp,IMGames,[Jean_A_Ames]
1078,avocent-proxy,tcp,Avocent Proxy Protocol,[Steven_W_Clark]
1079,asprovatalk,tcp,ASPROVATalk,[Chiew_Farn_Chung]
1080,socks,tcp,Socks,[Ying_Da_Lee]
1081,pvuniwien,tcp,PVUNIWIEN,[Peter_Lipp]
1082,amt-esd-prot,tcp,AMT-ESD-PROT,[AMTEC_S_p_A]
1083,ansoft-lm-1,tcp,Anasoft License Manager,
1084,ansoft-lm-2,tcp,Anasoft License Manager,
1085,webobjects,tcp,Web Objects,[Andy_Belk]
1086,cplscrambler-lg,tcp,CPL Scrambler Logging,
1087,cplscrambler-in,tcp,CPL Scrambler Internal,
1088,cplscrambler-al,tcp,CPL Scrambler Alarm Log,[Richard_Corn]
1089,ff-annunc,tcp,FF Annunciation,
1090,ff-fms,tcp,FF Fieldbus Message Specification,
1091,ff-sm,tcp,FF System Management,[Fieldbus_Foundation]
1092,obrpd,tcp,Open Business Reporting Protocol,[William_Randolph_Roy]
1093,proofd,tcp,PROOFD,
1094,rootd,tcp,ROOTD,[Fons_Rademakers]
1095,nicelink,tcp,NICELink,[Jordi_Lisbona]
1096,cnrprotocol,tcp,Common Name Resolution Protocol,[Michael_Mealling]
1097,sunclustermgr,tcp,Sun Cluster Manager,[Ashit_Patel]
1098,rmiactivation,tcp,RMI Activation,
1099,rmiregistry,tcp,RMI Registry,[Mark_Hodapp]
1100,mctp,tcp,MCTP,[Vitaly_Revsin]
1101,pt2-discover,tcp,PT2-DISCOVER,[Ralph_Kammerlander]
1102,adobeserver-1,tcp,ADOBE SERVER 1,
1103,adobeserver-2,tcp,ADOBE SERVER 2,[Frank_Soetebeer]
1104,xrl,tcp,XRL,[Patrick_Robinson]
1105,ftranhc,tcp,FTRANHC,[Eriko_Shimada]
1106,isoipsigport-1,tcp,ISOIPSIGPORT-1,
1107,isoipsigport-2,tcp,ISOIPSIGPORT-2,[Peter_Egli]
1108,ratio-adp,tcp,ratio-adp,[Oliver_Thulke]
1110,webadmstart,tcp,Start web admin server,
1111,lmsocialserver,tcp,LM Social Server,[Ron_Lussier]
1112,icp,tcp,Intelligent Communication Protocol,[Mark_H_David]
1113,ltp-deepspace,tcp,Licklider Transmission Protocol,
1114,mini-sql,tcp,Mini SQL,[David_Hughes]
1115,ardus-trns,tcp,ARDUS Transfer,
1116,ardus-cntl,tcp,ARDUS Control,
1117,ardus-mtrns,tcp,ARDUS Multicast Transfer,[Shinya_Abe]
1118,sacred,tcp,SACRED,
1119,bnetgame,tcp,Battle.net Chat/Game Protocol,
1120,bnetfile,tcp,Battle.net File Transfer Protocol,[Domain_Tech]
1121,rmpp,tcp,Datalode RMPP,[Dave_Ruedger]
1122,availant-mgr,tcp,availant-mgr,[Steven_Pelletier]
1123,murray,tcp,Murray,[Stu_Mark]
1124,hpvmmcontrol,tcp,HP VMM Control,
1125,hpvmmagent,tcp,HP VMM Agent,
1126,hpvmmdata,tcp,HP VMM Agent,[John_Morton]
1127,kwdb-commn,tcp,KWDB Remote Communication,[Lal_Samuel_Varghese]
1128,saphostctrl,tcp,SAPHostControl over SOAP/HTTP,
1129,saphostctrls,tcp,SAPHostControl over SOAP/HTTPS,[Muscarella_Fabrizio]
1130,casp,tcp,CAC App Service Protocol,
1131,caspssl,tcp,CAC App Service Protocol Encripted,[Enrique_Corujo]
1132,kvm-via-ip,tcp,KVM-via-IP Management Service,[Ian_Miller]
1133,dfn,tcp,Data Flow Network,[Mikhailov_Center]
1134,aplx,tcp,MicroAPL APLX,[Richard_Nabavi]
1135,omnivision,tcp,OmniVision Communication Service,[Serge_Vacquier]
1136,hhb-gateway,tcp,HHB Gateway Control,[Richard_Harwell]
1137,trim,tcp,TRIM Workgroup Service,[Siva_Poobalasingam]
1138,encrypted-admin,tcp,"encrypted admin requests IANA assigned this well-formed service name as a replacement for ""encrypted_admin"".",[Michael_Elizarov]
1138,encrypted_admin,tcp,encrypted admin requests,[Michael_Elizarov]
1139,evm,tcp,Enterprise Virtual Manager,[Thomas_Hennessy]
1140,autonoc,tcp,AutoNOC Network Operations Protocol,[Kyle_Lussier]
1141,mxomss,tcp,User Message Service,[Chaoyi_Lang]
1142,edtools,tcp,User Discovery Service,[Lee_Dolson]
1143,imyx,tcp,Infomatryx Exchange,[David_Walling]
1144,fuscript,tcp,Fusion Script,[Peter_Loveday]
1145,x9-icue,tcp,X9 iCue Show Control,[Brandon_Potter]
1146,audit-transfer,tcp,audit transfer,[Mark_Wahl]
1147,capioverlan,tcp,CAPIoverLAN,[Diego_Friedel]
1148,elfiq-repl,tcp,Elfiq Replication Service,[Frederick_Parent]
1149,bvtsonar,tcp,BlueView Sonar Service,[Teledyne_BlueView_Inc]
1150,blaze,tcp,Blaze File Server,[Curt_Schimmel]
1151,unizensus,tcp,Unizensus Login Server,[Dirk_Materlik]
1152,winpoplanmess,tcp,Winpopup LAN Messenger,[Vitali_Fomine]
1153,c1222-acse,tcp,ANSI C12.22 Port,
1154,resacommunity,tcp,Community Service,[Stephane_MONS]
1155,nfa,tcp,Network File Access,[James_Powell]
1156,iascontrol-oms,tcp,iasControl OMS,[Todd_Guay]
1157,iascontrol,tcp,Oracle iASControl,[Todd_Guay]
1158,dbcontrol-oms,tcp,dbControl OMS,[Todd_Guay]
1159,oracle-oms,tcp,Oracle OMS,[Todd_Guay]
1160,olsv,tcp,DB Lite Mult-User Server,[Philip_Stephenson]
1161,health-polling,tcp,Health Polling,
1162,health-trap,tcp,Health Trap,
1163,sddp,tcp,SmartDialer Data Protocol,[Lee_Griffiths]
1164,qsm-proxy,tcp,QSM Proxy Service,[Norm_Lunde]
1165,qsm-gui,tcp,QSM GUI Service,[Norm_Lunde]
1166,qsm-remote,tcp,QSM RemoteExec,[Norm_Lunde]
1167,cisco-ipsla,tcp,Cisco IP SLAs Control Protocol,[Emmanuel_Tychon]
1168,vchat,tcp,VChat Conference Service,[Andreas_Wetzel]
1169,tripwire,tcp,TRIPWIRE,[Ed_Metcalf][Albert_Holt]
1170,atc-lm,tcp,AT+C License Manager,[Peter_Schafer]
1171,atc-appserver,tcp,AT+C FmiApplicationServer,[Peter_Schafer]
1172,dnap,tcp,DNA Protocol,[David_McLaughlin]
1173,d-cinema-rrp,tcp,D-Cinema Request-Response,[Robert_Baldwin]
1174,fnet-remote-ui,tcp,FlashNet Remote Admin,[Terry_Smyth]
1175,dossier,tcp,Dossier Server,[Rob_Minerick]
1176,indigo-server,tcp,Indigo Home Server,[Matt_Bendiksen]
1177,dkmessenger,tcp,DKMessenger Protocol,[Douglas_Kadlecek]
1178,sgi-storman,tcp,SGI Storage Manager,[Greg_Banks]
1179,b2n,tcp,Backup To Neighbor,[Thomas_Fok]
1180,mc-client,tcp,Millicent Client Proxy,[Steve_Glassman]
1181,3comnetman,tcp,3Com Net Management,[Peter_White]
1182,accelenet,tcp,AcceleNet Control,
1183,llsurfup-http,tcp,LL Surfup HTTP,
1184,llsurfup-https,tcp,LL Surfup HTTPS,[Katy_Lynn_McCullough]
1185,catchpole,tcp,Catchpole port,[Christian_Catchpole]
1186,mysql-cluster,tcp,MySQL Cluster Manager,[Arjen_Lentz]
1187,alias,tcp,Alias Service,[Paul_Tokarchuk]
1188,hp-webadmin,tcp,HP Web Admin,[Lance_Kind]
1189,unet,tcp,Unet Connection,[Anthony_Stahler]
1190,commlinx-avl,tcp,CommLinx GPS / AVL System,[Peter_Johnson]
1191,gpfs,tcp,General Parallel File System,[Dave_Craft]
1192,caids-sensor,tcp,caids sensors channel,[Gregory_Hostettler]
1193,fiveacross,tcp,Five Across Server,[Glenn_Reid]
1194,openvpn,tcp,OpenVPN,[James_Yonan]
1195,rsf-1,tcp,RSF-1 clustering,[Dave_Hines]
1196,netmagic,tcp,Network Magic,[Nick_Holt]
1197,carrius-rshell,tcp,Carrius Remote Access,[Gerry_Dubois]
1198,cajo-discovery,tcp,cajo reference discovery,[John_Catherino]
1199,dmidi,tcp,DMIDI,[Phil_Kerr]
1200,scol,tcp,SCOL,[Cryo_Networks]
1201,nucleus-sand,tcp,Nucleus Sand Database Server,[James_Marsh]
1202,caiccipc,tcp,caiccipc,[Vince_Re]
1203,ssslic-mgr,tcp,License Validation,
1204,ssslog-mgr,tcp,Log Request Listener,[Eric_Bruno]
1205,accord-mgc,tcp,Accord-MGC,[Roni_Even]
1206,anthony-data,tcp,Anthony Data,[Paul_Dollemore]
1207,metasage,tcp,MetaSage,[Peter_Anvelt]
1208,seagull-ais,tcp,SEAGULL AIS,[Lee_Breisacher]
1209,ipcd3,tcp,IPCD3,[Mark_Ciskey]
1210,eoss,tcp,EOSS,[Robert_Armes]
1211,groove-dpp,tcp,Groove DPP,[Ken_Moore]
1212,lupa,tcp,lupa,[Barney_Wolff]
1213,mpc-lifenet,tcp,Medtronic/Physio-Control LIFENET,[Physio-Control_Inc]
1214,kazaa,tcp,KAZAA,[Ahti_Heinla]
1215,scanstat-1,tcp,scanSTAT 1.0,[William_Scheding]
1216,etebac5,tcp,ETEBAC 5,[Jean_Louis_Barbut]
